"transactionDate","DPOZ","country","contractType","wayOfTrading","buySellIndicator","marketSegment","energyCommodity","deliveryStart","relativePeriod","periodLength","MTU/Load","noOfTransactions","noOfMPs"
"Y2025M03D10","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D11","D+1","D","GD","57","8"
"Y2025M03D01","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D01","D+0","D","GD","47","20"
"Y2025M01D18","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D17","","All","GD","<6","<6"
"Y2025M03D31","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D31","D+0","D","GD","41","13"
"Y2025M02D28","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D28","D+0","[Other<D]","GD","65","7"
"Y2025M01D11","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D12","D+1","D","GD","135","41"
"Y2025M01D10","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D10","D+0","D","GD","392","66"
"Y2025M02D17","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D18","D+1","D","GD","3442","128"
"Y2025M02D28","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D03","D+3","D","GD","687","47"
"Y2025M02D25","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D26","D+1","D","GD","534","41"
"Y2025M02D23","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D23","D+0","D","GD","9","6"
"Y2025M03D16","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D16","","All","GD","93","22"
"Y2025M03D27","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D27","D+0","[Other<D]","GD","213","29"
"Y2025M03D13","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D14","D+1","D","GD","4281","89"
"Y2025M03D23","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D24","D+1","D","GD","31","6"
"Y2025M02D02","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D02","D+0","D","GD","61","8"
"Y2025M03D20","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D20","D+0","D","GD","9","6"
"Y2025M02D08","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D07","","All","GD","11","8"
"Y2025M02D17","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D18","D+1","D","GD","886","52"
"Y2025M03D12","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D13","D+1","[Other<D]","GD","54","11"
"Y2025M02D07","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D06","","All","GD","<6","<6"
"Y2025M03D06","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D07","D+1","[Other<D]","GD","226","21"
"Y2025M01D02","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D03","D+1","D","GD","49","22"
"Y2025M02D15","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D17","D+2","D","GD","18","7"
"Y2025M01D13","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D12","","All","GD","12","7"
"Y2025M03D16","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D16","D+0","D","GD","20","7"
"Y2025M01D14","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D15","D+1","[Other<D]","GD","164","12"
"Y2025M01D16","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D17","D+1","D","GD","754","19"
"Y2025M01D25","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D26","D+1","[Other<D]","GD","137","22"
"Y2025M01D12","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D12","D+0","[Other<D]","GD","140","19"
"Y2025M03D21","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D21","D+0","D","GD","21","8"
"Y2025M02D02","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D03","D+1","D","GD","92","8"
"Y2025M02D10","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D10","D+0","[Other<D]","GD","115","11"
"Y2025M02D12","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D13","D+1","D","GD","195","14"
"Y2025M02D21","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D23","D+2","D","GD","86","22"
"Y2025M03D09","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D09","D+0","D","GD","161","25"
"Y2025M01D05","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D05","D+0","[Other<D]","GD","79","8"
"Y2025M02D09","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D10","D+1","D","GD","63","13"
"Y2025M02D28","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D01","","[W<Other<M]","GD","170","18"
"Y2025M03D04","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D04","D+0","[Other<D]","GD","165","28"
"Y2025M03D01","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D02","D+1","[Other<D]","GD","106","22"
"Y2025M02D18","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D19","D+1","D","GD","495","33"
"Y2025M01D19","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D19","D+0","[Other<D]","GD","412","35"
"Y2025M02D27","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D27","D+0","D","GD","10","9"
"Y2025M01D21","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D21","D+0","D","GD","25","6"
"Y2025M02D05","21Y---A001A010-A","IT","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D06","D+1","D","GD","22","14"
"Y2025M02D18","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D18","D+0","[Other<D]","GD","443","35"
"Y2025M02D02","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D03","D+1","D","GD","140","23"
"Y2025M02D14","21Y---A001A010-A","IT","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D13","","D","GD","31","12"
"Y2025M03D10","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D10","D+0","D","GD","67","12"
"Y2025M01D12","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D13","D+1","[Other<D]","GD","21","7"
"Y2025M01D19","21Y0000000001359","EE-LV","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D20","D+1","D","GD","9","6"
"Y2025M02D07","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D08","D+1","[Other<D]","GD","11","6"
"Y2025M01D09","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D08","","All","GD","11","8"
"Y2025M02D14","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D16","D+2","D","GD","16","8"
"Y2025M01D24","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D25","","[W<Other<M]","GD","47","7"
"Y2025M01D03","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D05","D+2","D","GD","7","6"
"Y2025M02D08","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D08","D+0","[Other<D]","GD","37","11"
"Y2025M03D19","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D22","","All","GD","15","<6"
"Y2025M03D21","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D20","","All","GD","<6","<6"
"Y2025M03D15","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D15","D+0","D","GD","43","11"
"Y2025M03D24","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D24","D+0","[Other<D]","GD","25","7"
"Y2025M03D28","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D31","D+3","D","GD","9","6"
"Y2025M02D15","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D16","D+1","[Other<D]","GD","38","9"
"Y2025M03D18","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D17","","All","GD","7","<6"
"Y2025M02D24","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D25","D+1","[Other<D]","GD","80","24"
"Y2025M01D18","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D18","D+0","[Other<D]","GD","318","37"
"Y2025M02D18","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D19","D+1","D","GD","103","19"
"Y2025M02D10","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D10","D+0","[Other<D]","GD","202","32"
"Y2025M02D12","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D14","","All","GD","19","12"
"Y2025M01D29","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D29","D+0","D","GD","38","14"
"Y2025M01D27","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D27","D+0","[Other<D]","GD","99","11"
"Y2025M01D10","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D12","D+2","D","GD","64","13"
"Y2025M03D11","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D11","D+0","[Other<D]","GD","98","17"
"Y2025M01D24","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D26","D+2","D","GD","8","7"
"Y2025M03D26","EU","EU","All","BROKERED and CLEARED on EXCHANGE","S","DayAhead and WithinDay","NG","Y2025M03D27","","All","GD","<6","<6"
"Y2025M03D03","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D03","D+0","D","GD","125","41"
"Y2025M01D12","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D12","D+0","D","GD","40","11"
"Y2025M03D27","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D27","D+0","D","GD","95","12"
"Y2025M03D01","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D01","D+0","[Other<D]","GD","250","36"
"Y2025M02D12","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D13","D+1","D","GD","113","29"
"Y2025M03D01","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D02","D+1","[Other<D]","GD","118","23"
"Y2025M02D27","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D28","D+1","D","GD","91","10"
"Y2025M03D17","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D18","D+1","D","GD","74","14"
"Y2025M03D07","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D07","D+0","[Other<D]","GD","69","14"
"Y2025M01D05","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D05","D+0","D","GD","95","17"
"Y2025M03D17","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D19","D+2","D","GD","23","12"
"Y2025M01D23","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D23","D+0","D","GD","34","12"
"Y2025M02D25","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D25","D+0","[Other<D]","GD","14","7"
"Y2025M03D14","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D14","D+0","D","GD","71","24"
"Y2025M01D08","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D07","","All","GD","11","8"
"Y2025M02D21","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D24","D+3","D","GD","200","23"
"Y2025M02D04","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D04","D+0","D","GD","42","6"
"Y2025M03D20","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D21","D+1","[Other<D]","GD","175","18"
"Y2025M01D12","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D12","D+0","D","GD","87","7"
"Y2025M02D19","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D20","D+1","[Other<D]","GD","86","15"
"Y2025M03D20","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D21","D+1","D","GD","11","7"
"Y2025M01D13","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D13","D+0","D","GD","27","6"
"Y2025M02D21","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D22","D+1","[Other<D]","GD","64","14"
"Y2025M03D23","EU","EU","All","BROKERED and CLEARED on EXCHANGE","B","DayAhead and WithinDay","NG","Y2025M03D23","","All","GD","<6","<6"
"Y2025M03D06","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D06","D+0","D","GD","28","6"
"Y2025M02D02","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D02","D+0","D","GD","41","9"
"Y2025M03D28","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D29","D+1","D","GD","57","20"
"Y2025M03D08","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D10","","All","GD","9","<6"
"Y2025M02D02","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D03","D+1","[Other<D]","GD","94","18"
"Y2025M03D23","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D24","","All","GD","27","12"
"Y2025M02D25","21Y---A001A010-A","IT","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D26","D+1","D","GD","18","12"
"Y2025M03D12","21Y---A001A010-A","IT","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D13","D+1","D","GD","12","11"
"Y2025M03D28","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D28","D+0","D","GD","30","7"
"Y2025M03D28","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D29","","[W<Other<M]","GD","22","6"
"Y2025M02D10","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D12","D+2","D","GD","10","6"
"Y2025M03D08","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D07","","All","GD","9","<6"
"Y2025M03D31","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D30","","All","GD","<6","<6"
"Y2025M02D05","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D06","D+1","D","GD","3027","82"
"Y2025M03D17","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D18","D+1","D","GD","3294","86"
"Y2025M03D14","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D15","","[Other<W]","GD","388","97"
"Y2025M03D28","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D29","","[W<Other<M]","GD","439","51"
"Y2025M02D22","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D24","D+2","D","GD","17","10"
"Y2025M01D05","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D05","D+0","[Other<D]","GD","59","18"
"Y2025M03D04","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D06","","All","GD","33","12"
"Y2025M01D07","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D07","D+0","[Other<D]","GD","11","7"
"Y2025M01D15","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D15","D+0","D","GD","23","10"
"Y2025M03D21","21Y---A001A010-A","IT","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D20","","D","GD","15","8"
"Y2025M01D19","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D21","D+2","D","GD","70","7"
"Y2025M03D23","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D22","","All","GD","9","6"
"Y2025M03D30","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D30","D+0","[Other<D]","GD","39","11"
"Y2025M02D01","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D01","D+0","D","GD","35","8"
"Y2025M01D24","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D24","D+0","D","GD","17","6"
"Y2025M01D27","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D27","D+0","D","GD","137","13"
"Y2025M01D28","21Y000000000078W","FI","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D28","D+0","D","GD","16","6"
"Y2025M03D29","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D30","D+1","[Other<D]","GD","26","9"
